Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,viper,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,omen,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,sova,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,waylay,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,astra,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,skye,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,raze,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,neon,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,killjoy,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,fade,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,veto,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Haven,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,viper,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,omen,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,sova,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,astra,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,skye,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,raze,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,neon,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,yoru,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,fade,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,veto,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Split,miks,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,viper,68%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,waylay,53%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,astra,47%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,sova,45%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,yoru,45%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,omen,40%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,fade,30%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,chamber,20%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,neon,19%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,kayo,18%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,tejo,18%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,skye,18%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,brimstone,16%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,killjoy,15%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,jett,14%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,veto,8%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,raze,7%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,breach,6%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,sage,5%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,iso,3%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,cypher,1%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,phoenix,1%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,harbor,1%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,clove,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,reyna,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,deadlock,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,vyse,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,gekko,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,All Maps,miks,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,viper,100%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,waylay,69%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,astra,19%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,sova,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,yoru,50%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,omen,81%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,fade,54%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,chamber,12%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,neon,4%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,kayo,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,tejo,15%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,skye,42%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,brimstone,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,killjoy,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,jett,4%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,veto,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,raze,27%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,breach,8%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,sage,15%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,iso,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,cypher,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,phoenix,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,harbor,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,clove,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,reyna,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,deadlock,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,vyse,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,gekko,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,miks,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,viper,23%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,waylay,54%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,astra,77%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,sova,85%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,yoru,42%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,omen,42%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,fade,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,chamber,19%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,neon,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,kayo,31%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,tejo,38%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,skye,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,brimstone,4%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,killjoy,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,jett,23%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,veto,15%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,raze,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,breach,27%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,sage,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,iso,8%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,cypher,8%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,phoenix,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,harbor,4%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,clove,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,reyna,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,deadlock,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,vyse,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,gekko,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Abyss,miks,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,viper,100%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,waylay,79%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,astra,4%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,sova,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,yoru,50%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,omen,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,fade,46%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,chamber,46%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,neon,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,kayo,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,tejo,8%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,skye,54%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,brimstone,96%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,killjoy,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,jett,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,veto,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,raze,17%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,breach,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,sage,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,iso,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,cypher,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,phoenix,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,harbor,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,clove,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,reyna,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,deadlock,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,vyse,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,gekko,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Bind,miks,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,viper,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,waylay,50%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,astra,100%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,sova,42%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,yoru,42%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,omen,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,fade,33%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,chamber,38%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,neon,42%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,kayo,46%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,tejo,42%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,skye,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,brimstone,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,killjoy,50%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,jett,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,veto,13%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,raze,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,breach,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,sage,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,iso,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,cypher,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,phoenix,4%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,harbor,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,clove,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,reyna,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,deadlock,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,vyse,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,gekko,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Pearl,miks,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,viper,100%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,waylay,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,astra,90%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,sova,95%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,yoru,80%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,omen,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,fade,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,chamber,5%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,neon,30%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,kayo,20%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,tejo,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,skye,5%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,brimstone,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,killjoy,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,jett,70%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,veto,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,raze,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,breach,5%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,sage,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,iso,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,cypher,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,phoenix,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,harbor,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,clove,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,reyna,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,deadlock,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,vyse,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,gekko,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Breeze,miks,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,viper,80%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,waylay,95%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,astra,15%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,sova,40%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,yoru,30%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,omen,85%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,fade,50%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,chamber,5%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,neon,5%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,kayo,25%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,tejo,10%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,skye,10%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,brimstone,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,killjoy,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,jett,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,veto,20%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,raze,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,breach,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,sage,20%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,iso,10%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,cypher,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,phoenix,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,harbor,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,clove,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,reyna,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,deadlock,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,vyse,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,gekko,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Corrode,miks,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,viper,93%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,waylay,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,astra,7%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,sova,79%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,yoru,14%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,omen,93%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,fade,21%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,chamber,7%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,neon,86%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,kayo,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,tejo,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,skye,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,brimstone,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,killjoy,79%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,jett,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,veto,14%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,raze,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,breach,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,sage,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,iso,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,cypher,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,phoenix,7%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,harbor,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,clove,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,reyna,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,deadlock,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,vyse,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,gekko,0%
VCT 2026: Americas Kickoff,All Stages,All Match Types,Haven,miks,0%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,yoru,67%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,sova,61%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,astra,56%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,omen,50%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,viper,44%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,waylay,39%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,cypher,28%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,fade,22%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,tejo,17%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,jett,17%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,raze,17%
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,All Maps,phoenix,11%
