Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,fade,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,viper,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,omen,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,sova,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,astra,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,jett,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,veto,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,brimstone,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,vyse,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Breeze,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,yoru,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,fade,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,viper,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,chamber,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,waylay,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,phoenix,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Corrode,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,fade,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,viper,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,omen,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,neon,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,sova,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,astra,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,killjoy,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,chamber,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,phoenix,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Haven,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,fade,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,viper,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,omen,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,astra,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,raze,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,veto,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,waylay,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,brimstone,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Bind,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,fade,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,viper,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,omen,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,sova,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,astra,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,raze,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,killjoy,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,cypher,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Pearl,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,yoru,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,viper,63%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,fade,63%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,brimstone,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,raze,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,neon,38%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,sova,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,omen,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,astra,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,chamber,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,skye,13%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,waylay,13%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,killjoy,13%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,tejo,13%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,cypher,13%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,All Maps,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,yoru,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,fade,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,brimstone,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,raze,75%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,neon,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,omen,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,chamber,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,skye,25%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Bind,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,viper,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,fade,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,sova,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,omen,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,astra,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,chamber,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,waylay,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,killjoy,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,tejo,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Pearl,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,viper,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,fade,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,raze,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,cypher,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Split,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,yoru,70%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,viper,70%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,neon,60%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,sova,60%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,omen,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,astra,40%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,brimstone,30%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,fade,30%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,waylay,20%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,killjoy,20%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,chamber,20%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,jett,10%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,skye,10%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,raze,10%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,All Maps,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,viper,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,sova,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,omen,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,astra,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,brimstone,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,fade,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,waylay,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Abyss,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,omen,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,brimstone,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,fade,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,chamber,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,skye,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,raze,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,kayo,0%
